MPC,a,sigma_a,e,sigma_e,i,sigma_i,aop,sigma_aop,lan,sigma_lan,T_p,sigma_T,q,sigma_q,d,sigma_d,delta,sigma_delta,m_r,sigma_m_r,NUNIQUE,NDETECT,CHI2,x,y,z,vx,vy,vz,Sigma_x_x,Sigma_x_y,Sigma_x_z,Sigma_x_vx,Sigma_x_vy,Sigma_x_vz,Sigma_y_y,Sigma_y_z,Sigma_y_vx,Sigma_y_vy,Sigma_y_vz,Sigma_z_z,Sigma_z_vx,Sigma_z_vy,Sigma_z_vz,Sigma_vx_vx,Sigma_vx_vy,Sigma_vx_vz,Sigma_vy_vy,Sigma_vy_vz,Sigma_vz_vz,Class,Notes,H_g,sig_g,H_r,sig_r,H_i,sig_i,H_z,sig_z,g-r,r-i,r-z
b'2003 QW90',43.76441627,0.00076277,0.07622892,0.00012434,10.35921999,9.528e-05,87.23920551,0.0065862,17.76796571,4.968e-05,81573.55345034,4.41137495,40.428301923703025,0.006007475015257316,43.51623328,0.00025236,43.5751621,0.00023897,21.40459107,0.01283698,11,19,37.32582,42.2871925589,9.847101562,3.6908926077,-0.2941669695,0.7498306147,0.5121607171,6.048211107682712e-08,1.3120456987599803e-08,4.7615447297824935e-09,2.5539419979453382e-08,5.709296342387784e-09,2.1338595879109896e-09,2.851591647373352e-09,1.033771154746909e-09,5.4928290297508974e-09,1.2329368777374005e-09,4.605563551329993e-10,3.798535138067408e-10,1.979945078322573e-09,4.441930153844627e-10,1.6928280064129834e-10,1.3427409103984423e-08,2.878461723953343e-09,1.0400451836515644e-09,6.24188944250894e-10,2.2609360920836432e-10,8.514342061169303e-11,b'Classical',b'',5.965429967472597,0.039354542840096485,5.009034402363591,0.03940232258534312,4.641798413898735,0.039386094088175436,4.488976868332633,0.034222721526535035,0.9563955651090053,0.3672359884648584,0.5200575340309543
b'2003 QX111',39.30621806,0.00153683,0.13352223,6.647e-05,9.53134345,8.386e-05,100.78289348,0.01275884,157.49537494,0.00036295,32309.58539116,3.61972387,34.057964320101405,0.0024703842924269025,40.85830732,0.00045729,40.89850555,0.00043264,23.15411408,0.04409468,17,25,42.95381,39.7072100179,9.7991206755,-0.0496301237,-0.101654302,0.9249609466,0.2479837164,1.978873837328267e-07,4.7121780797123575e-08,-1.2406591641771334e-09,-1.648281157184736e-08,1.4123423263667365e-09,1.5771829837391866e-09,1.1254814316354136e-08,-2.8873666813634557e-10,-3.661105397356659e-09,4.016744868361644e-10,3.745822748202998e-10,1.9091445010217648e-11,1.7710621832741967e-10,9.262491146487564e-12,-9.750727795651714e-12,4.28431746240338e-09,5.974720865535511e-10,-1.4219910728995598e-10,1.8879357900802523e-10,8.598802925059383e-12,1.5474657295136252e-11,b'Resonant 3:2',b'',7.9288972726606755,0.08288274927826579,6.964438907180545,0.05453205753880515,6.517377710532118,0.05175130486342817,6.331371366941793,0.07228151883085593,0.9644583654801318,0.4470611966484257,0.633067540238753
b'2003 QY111',43.30295453,0.00251772,0.03636626,6.767e-05,2.94903979,1.888e-05,219.05226163,0.08714872,95.91745504,0.00296041,41837.14133306,22.50454822,41.72818783750537,0.004532626871925752,42.35101224,0.00053499,42.41198184,0.00051096,23.63341892,0.06979674,14,19,38.35808,41.3908491255,9.1133954266,1.5873991797,-0.1781488917,0.8781587433,0.3851270741,2.735139599475562e-07,5.85488537046857e-08,9.480842986882011e-09,-2.4023037188266157e-09,6.850427418540134e-09,3.0334398186723555e-09,1.2587688246197911e-08,2.0434711780641596e-09,-1.1457649438545536e-10,1.5538547720429693e-09,6.647772766085318e-10,3.556571606943286e-10,8.602229837007215e-11,2.7524930512699307e-10,1.0983078183209054e-10,4.915331065147703e-09,1.030810334976145e-09,1.6169109456065194e-10,4.2187421306473297e-10,1.1801411201174605e-10,4.770144743613601e-11,b'Classical',b'',8.167542359041667,0.1338962391725588,7.287728460338988,0.07243586546598438,7.056161749814935,0.0747571592948157,6.745283026765742,0.09351480320964294,0.8798138987026819,0.2315667105240538,0.5424454335732437
b'2003 QZ111',43.0063951,0.00142376,0.0607554,2.857e-05,2.65957895,7.804e-05,16.62726969,0.05474892,326.04577434,0.00111249,53113.58565099,13.76008264,40.39352441172535,0.0024596877918221923,40.67546296,0.00029838,40.49352969,0.00029814,23.38527331,0.04440478,20,31,60.80529,40.478883221,-0.7164821611,0.8201301489,0.0242449054,0.9158148182,0.4403836863,8.895391077235385e-08,-2.035556960327986e-09,1.6604329618033972e-09,4.41788142376295e-10,2.0833401501711242e-09,1.0109682845635299e-09,7.718108498998661e-11,-2.7849212060013757e-11,2.5410797328095107e-10,-5.52502459562666e-11,-1.900741319889714e-11,4.524271217402399e-11,1.34711184635092e-10,3.5184862781498326e-11,2.101319663855931e-11,3.297193382779159e-09,-8.602911882910613e-11,5.6538845612748196e-11,5.436674331922502e-11,2.217307804181615e-11,1.5044905149583395e-11,b'Classical',b'',8.200689956839389,0.10957076375424499,7.246292759736166,0.058662230136667444,6.971242778218555,0.06928576250103212,6.709542492590996,0.0886083342489694,0.9543971971032229,0.27504998151760995,0.5367502671451653
b'2003 SQ317',42.6538522,0.00085554,0.0799589,1.44e-05,28.56716822,7.971e-05,192.92606625,0.02667353,176.30706938,5.528e-05,56311.93922681,6.39387266,39.243297138002035,0.001394664598838459,39.22303695,0.00016987,39.25220703,0.00016007,22.65494148,0.02541302,23,33,69.76472,38.0399527087,9.4670649318,-2.0180278771,-0.2492803115,1.0092222377,-0.0819666462,2.7183370468342018e-08,6.55912061197754e-09,-1.582157973118187e-09,-1.4018147948005023e-09,4.369720444687346e-10,1.6967600420902565e-11,1.5922141710855776e-09,-3.821790936497808e-10,-2.6983247734353534e-10,1.2191078500909346e-10,5.6409197608278813e-14,9.725821235954687e-11,7.562768227513593e-11,-2.69732953312612e-11,-1.7994034904747705e-12,1.2170289735461045e-09,2.72364051388408e-10,-6.836336651763845e-11,8.542297721858758e-11,-1.714219857935157e-11,6.2913505377546656e-12,b'Classical',b'',7.274046582509799,0.059924475645546024,6.699730828061929,0.03859095414004092,6.674404161638771,0.04968298456561612,6.578379265120438,0.07505599188197445,0.5743157544478749,0.02532666642316026,0.12135156294149141
b'2003 SS422',190.33116553,0.0463616,0.79201025,5.012e-05,16.79666443,5.177e-05,206.78838196,0.00389902,151.05968679,0.00016817,54393.45750849,0.70751378,39.58693204950057,0.01917807489156767,40.17968076,0.000316,40.25065516,0.00029021,23.18064335,0.04609421,13,21,33.38458,38.5692987969,10.8451069846,-3.8610989696,-0.1749348674,1.2948755454,0.2217917303,9.10948662881113e-08,2.6696200300601717e-08,-9.307858959745776e-09,4.351736409319662e-09,4.46938812806339e-09,4.664754043444836e-11,7.855766568589632e-09,-2.724418478560871e-09,1.4562651869601574e-09,1.3596317783042926e-09,-5.293447693960035e-12,9.606753483040943e-10,-4.156975090413129e-10,-4.4854679102731984e-10,-8.778675363861772e-12,1.6631163495522395e-09,6.212504203086778e-10,-1.5038208497786724e-10,3.3635839654153374e-10,-4.055344735537809e-11,1.8660332058100815e-11,b'Detached',b'',7.914491807720276,0.10119702335897894,7.210959217628927,0.08916529273688603,6.985337020944163,0.0981430540525622,6.707485321462061,0.10527729778085104,0.703532590091341,0.22562219668476743,0.5034738961668743
b'2003 UB313',67.83513571,0.00109441,0.43842779,1.342e-05,43.99290474,5.117e-05,151.22215578,0.00979281,35.97649734,2.43e-05,145670.83961005,10.68097211,38.09432719253244,0.0015074844091889504,96.08889492,0.00011176,96.29636321,9.31e-05,18.60394812,0.00076299,26,32,62.6908,86.7392148718,41.5548109084,-4.7429802874,-0.1335660546,0.17020858,0.4375606186,1.0155891539513604e-08,4.8324645760683595e-09,-5.93000936797928e-10,-1.2500515235725327e-09,-5.804392694734314e-10,1.2048165361955285e-10,2.299945225431316e-09,-2.820301654651535e-10,-5.796835665790948e-10,-2.689216519249365e-10,5.643088838965266e-11,3.520106965439089e-11,9.842693023755097e-11,4.606156166084211e-11,-8.484743022867851e-12,3.3853622590901908e-09,1.6203115491738863e-09,-2.008066493721223e-10,7.757744577920223e-10,-9.603430068824874e-11,1.2361235033931426e-11,b'Detached',b'',-0.7432482680584442,0.0029433679678905274,-1.3057954743768594,0.004422098291554097,-1.4051112603452793,0.0037453146736844928,-1.3113498572631013,0.004540419358824654,0.5625472063184144,0.09931578596842082,0.005554382886244808
b'2004 PA108',43.79125214,0.0017946,0.04037406,5.951e-05,1.15664198,0.00024791,208.9572817,0.45722125,136.4327096,0.01141312,54090.29382759,123.5027041,42.023221329220796,0.0029570416710497415,42.23822473,0.00058884,42.05991855,0.00058779,23.31106717,0.08971255,10,12,26.63974,42.0179784635,-1.4227810516,-1.2255318379,0.0500183861,0.9116243209,0.3787404673,3.461872115005586e-07,-1.2773310003817517e-08,-1.0595798886421319e-08,-1.4479816536823544e-07,7.887145066857561e-09,5.480181643875545e-09,5.625667772250504e-10,3.9630235576712876e-10,6.003138209085772e-09,-3.4456242867083415e-10,-2.1603881090135442e-10,4.049228797250415e-10,4.701989111281551e-09,-2.4506010769076857e-10,-2.1817204956510218e-10,9.590650342027286e-08,-3.750246633258992e-09,-3.0213967157962448e-09,2.1972202443708205e-10,1.343092956583062e-10,1.3590404764287204e-10,b'Classical',b'',7.82982236413112,0.11391174847478051,7.010309467562001,0.1286131569279565,6.452918909947654,0.14375454422124262,6.4797977200185795,0.14130415526661377,0.8195128965691201,0.5573905576143436,0.5305117475434199
b'2004 PW107',43.735179,0.00085855,0.13190508,1.419e-05,2.82478855,4.213e-05,184.90175733,0.01224284,198.17752926,0.0002207,61501.59306284,2.69623924,37.96628666525713,0.0013153434883352267,38.28058165,0.0001546,38.19322927,0.00015356,22.84655877,0.02622358,24,33,68.07684,38.0612209442,2.7085311279,1.6522959188,-0.1278398395,1.0033959688,0.3781558445,2.3744283116248623e-08,1.6529728542109513e-09,1.0142737075474509e-09,1.1391583598730068e-09,7.303386493165914e-10,2.962225131287313e-10,1.2563628777488522e-10,7.36257470838565e-11,1.5224946010799297e-10,5.560737218923034e-11,2.3504798306181902e-11,4.712308492903293e-11,7.624076580195517e-11,3.288731535997085e-11,1.4022062661198473e-11,7.256671413437442e-10,7.604934298958437e-11,4.0693536967869394e-11,2.563501311742733e-11,1.0735554289279892e-11,5.414554019352105e-12,b'Classical',b'',7.852623627518371,0.09915103269880224,6.973387157594585,0.0415268059522751,6.630692891819789,0.04599672801943501,6.343754401070511,0.10266584022341846,0.8792364699237842,0.3426942657747929,0.6296327565240745
b'2004 QE29',40.88321562,0.00464412,0.08388938,0.00013727,24.1208265,0.00031926,354.27650034,0.27067762,317.86256645,0.00031577,52009.03784607,59.35456657,37.453548168502856,0.006702184128254747,38.21611207,0.00158077,37.70564302,0.0013053,23.23099464,0.06950866,8,14,23.12998,33.787986452,-16.622680007,-1.9426776302,0.4009944497,0.6526002249,0.737008409,2.001858794013457e-06,-9.957008397314583e-07,-9.814928795787636e-08,-4.4450058624781807e-07,2.39624059111911e-07,3.772673536245484e-08,4.955071570871956e-07,4.893170466213424e-08,2.189962845433366e-07,-1.1837180530235838e-07,-1.880435716186977e-08,5.002287546869621e-09,2.0077920732500498e-08,-1.1034369384157261e-08,-1.9288046168672037e-09,1.3092944664688202e-07,-6.664016948088914e-08,-7.780961244615106e-09,3.431587023547284e-08,4.267856873454502e-09,7.500337183345246e-10,b'Classical',b'',7.984542788415199,0.11920597020935667,7.361835310910747,0.0934195554453358,7.201732356220925,0.10966940645091461,6.982628686114866,0.15413748752222123,0.6227074775044524,0.1601029546898172,0.37920662479588135
b'2004 TY364',38.85120184,0.00032035,0.06537406,4.219e-05,24.83740424,9.24e-06,358.30839936,0.007884,140.49616008,9.588e-05,80170.69118291,2.82424279,36.31134092742445,0.0018552124703753038,38.73569605,6.563e-05,39.13906881,4.535e-05,20.20491822,0.00324473,14,22,50.34364,28.3404825218,26.2875071485,-6.1360186989,-0.6823777736,0.6938182223,0.2355398786,2.242976382440493e-09,2.087970229140574e-09,-5.193818371401398e-10,1.1227246027673032e-10,1.8535244571707728e-10,-2.3817043912986756e-11,1.945382214120101e-09,-4.83543987240029e-10,1.3589535772395834e-10,2.0165183121048686e-10,-2.9496831802344794e-11,1.2064925399215638e-10,-2.533270798170526e-11,-4.2367192179348686e-11,5.60551278183881e-12,9.897058191372548e-10,9.097815596482896e-10,-2.2911326493432691e-10,8.399744817021988e-10,-2.105861739695873e-10,5.337970439498073e-11,b'Classical',b'',5.078352719727535,0.01535089539419704,4.283142922132422,0.01348272315300353,3.97336233354344,0.014419326800079346,3.814582149414525,0.05565948794767353,0.7952097975951149,0.30978058858897883,0.46856077271789975
b'2005 PQ21',61.99828326,0.0067768,0.39319967,5.864e-05,6.4818817,7.75e-05,22.15544019,0.01243586,316.33309543,0.00048917,54338.42640767,2.4134655,37.62057883008147,0.007715499117614879,38.28891845,0.00054923,37.99993796,0.00053899,23.25070571,0.05405488,11,18,41.24371,37.6737984816,-4.9168098485,0.7107559293,0.2149679198,1.0341249364,0.572103217,2.9545051875478824e-07,-4.284417092961153e-08,4.219685242615782e-09,1.4110765638976596e-09,7.661408475599834e-09,4.266047154640077e-09,6.249972732251948e-09,-5.99579985669127e-10,1.4565976269588383e-10,-1.1667296692608522e-09,-6.186941983122861e-10,8.08126162254003e-11,2.0895897900047887e-10,7.701557071753602e-11,6.52454761964525e-11,5.3485043798448945e-09,-8.792959689556553e-10,1.9950784583749972e-11,3.5970575712956615e-10,1.1069125212667031e-10,6.552238489919182e-11,b'Detached',b'',7.958031148437827,0.07894670336565096,7.3463452825291835,0.07899503414614692,7.059566793238842,0.08293542124861092,6.985209836622198,0.11113698562516909,0.6116858659086447,0.2867784892903355,0.36113544590698476
b'2005 PU21',174.5762186,0.03294214,0.83243949,3.321e-05,6.17510434,3.028e-05,227.85853833,0.0008872,192.49303369,7.025e-05,66378.91496789,0.07098365,29.252080572770076,0.011314751482993006,38.85559433,0.00011334,38.64659573,0.00011306,22.32956663,0.01839395,27,39,66.21007,38.6122337587,-1.5657073421,0.4509171046,-0.5904769262,1.1611758612,0.3496940389,1.2805051076212265e-08,-7.382447102978359e-10,7.694909830753836e-11,-1.2264797197694032e-09,4.6422945012531666e-10,1.1823207579309573e-10,4.96327278612715e-11,-2.6186893120553525e-12,1.2808200414789152e-10,-3.020008915566761e-11,-6.4565774050655665e-12,2.359745462628454e-12,1.0705680711476138e-11,1.7739705711106437e-12,6.308504440047625e-13,6.90571108252739e-10,-7.658179252457128e-11,-7.70238682197118e-12,1.90567756783477e-11,4.087074825285446e-12,1.5420356014606964e-12,b'Scattering',b'',7.340728674038493,0.03800009812984832,6.3605857420744965,0.025960223213776806,5.996289531041279,0.025041688392169838,5.819879876181288,0.03596323661868087,0.9801429319639943,0.36429621103321747,0.540705865893208
b'2005 QU182',111.83979175,0.00860269,0.67009049,3.067e-05,14.02968792,1.723e-05,223.99276843,0.0008939,78.40871501,0.0001422,41145.39105996,0.19351151,36.89701085570596,0.006262238555628419,51.30656195,9.158e-05,51.39767257,8.135e-05,20.76329886,0.00926653,17,21,59.47235,48.2737883987,16.9902296666,-4.7638424933,0.2432885213,0.9758616391,0.416235057,7.386387408910367e-09,2.6122575512048037e-09,-7.538186376835415e-10,4.0391234564006347e-10,2.7132753974893697e-10,2.386983696466906e-11,9.253158723059664e-10,-2.663678453890999e-10,1.6022598485414037e-10,1.0202466380963223e-10,6.565172436160588e-12,7.79439621706578e-11,-3.23084374119392e-11,-2.4633720066152427e-11,-3.30404278248123e-12,5.479757426364063e-10,1.969168731789711e-10,-5.460342938303665e-11,7.347171708818637e-11,-1.8493807174607603e-11,6.4345321197492025e-12,b'Detached',b'',4.458700624114998,0.03211089459755844,3.6678029936805334,0.024153946192152997,3.375721030672592,0.015988791903102904,3.2806594354456866,0.021516097640783608,0.7908976304344626,0.29208196300793954,0.38714355823484853
b'2005 RN43',41.50990375,0.00027246,0.02250604,4.48e-06,19.27181105,9.34e-06,172.68717205,0.01676423,186.99155757,1.557e-05,62695.14565891,4.33283195,40.57568016614889,0.0004403973763751597,41.11817682,6.226e-05,40.63208286,5.459e-05,19.74412958,0.0016574,19,24,30.79964,37.8602090129,-14.744359777,0.417834458,0.3524417153,0.9285316528,0.0840324386,3.3532005345081356e-09,-1.3244315050100737e-09,3.928049044299674e-11,1.424776925588189e-10,4.6486770789042936e-11,1.1141922234977085e-11,5.238406306969131e-10,-1.5431049355207966e-11,-5.223383650476278e-11,-1.995915736178058e-11,-4.351358863498862e-12,6.082034582615937e-13,2.0890746353057325e-12,3.793205347389087e-13,1.5711420280992855e-13,3.4523269282916094e-11,-9.316797092608297e-12,8.108389426717683e-13,5.155721046288379e-12,2.5703431743784523e-14,7.499843752875878e-14,b'Resonant 23:15',b'',4.311205205280954,0.013088435247449792,3.5006166245601467,0.01222532013510475,3.215911474320569,0.012171748425688217,3.194826671223721,0.06252586280137536,0.8105885807208046,0.28470515023957826,0.3057899533364291
b'2005 SA278',92.24350389,0.00458788,0.64156956,2.271e-05,16.27526236,2.265e-05,277.08151075,0.00254029,170.35335739,9.552e-05,65055.2714188,0.24834875,33.062879668132034,0.003715421675086421,37.20051167,0.00010731,37.66727844,7.628e-05,22.17421386,0.02099999,19,28,53.03508,28.29895089,24.7890265188,1.8701357763,-1.1083347935,0.6505622905,0.1368308209,6.361084200948777e-09,5.713794024678201e-09,3.913636920324084e-10,8.10816494726921e-10,1.070960498584604e-09,9.365825220635396e-11,5.144484510314457e-09,3.52916489940362e-10,7.876121145475868e-10,1.0120985200041163e-09,8.728525889472343e-11,2.572595687859918e-11,5.777525336890402e-11,7.252989705954721e-11,6.3240341018031435e-12,4.723897749804541e-10,4.4583790273216674e-10,3.143004670225678e-11,4.404754411017933e-10,3.213777185522001e-11,2.939715451967276e-12,b'Scattering',b'',6.95977425313407,0.03928403387307607,6.3870471021070525,0.042087362281533106,6.16675371858601,0.04300801597826157,6.114053449504533,0.052186995519339426,0.572727151027019,0.2202933835210405,0.2729936526025183
b'2005 TB190',75.65851027,0.00101246,0.38936448,7.2e-06,26.47961314,1.38e-05,171.45372011,0.00165003,180.45161589,5.48e-06,57717.5896132,0.44604869,46.19977405856323,0.0011632648795448695,46.51903487,7.66e-05,46.20270088,7.445e-05,21.05809157,0.00533204,28,38,61.5999,45.5872344973,-7.4954481608,0.5584592197,0.1709087592,1.0753005221,-0.056498301,5.688396086020089e-09,-1.0091331703718546e-09,5.984615390994178e-11,-2.1760347531316885e-10,1.789632065231463e-10,-9.297959260177852e-12,1.8000464677166398e-10,-1.0656415076303951e-11,4.539748763890582e-11,-3.2904785190909344e-11,1.7213644861650894e-12,9.254230633686183e-13,-2.7290919368561416e-12,1.954925591884605e-12,-1.066193037686764e-13,7.378978166250727e-11,-1.7855549287444338e-11,1.0676555312796157e-12,7.548101290446495e-12,-4.0987248787284956e-13,9.328098979898608e-14,b'Detached',b'',5.07667825958171,0.012901336690415086,4.268875674232882,0.009373289539450982,3.9768284271116325,0.009809833785984186,3.845984296397914,0.023495211886394186,0.8078025853488234,0.2920472471212505,0.42289137783496966
b'2006 QA181',42.351306,0.0020671,0.0824232,5.835e-05,4.82768446,9.636e-05,272.58687885,0.02660557,159.03150927,0.00082522,71121.24410374,5.74941737,38.86057568399921,0.004001141595849262,40.16182431,0.00039729,40.24610644,0.00037176,23.74806626,0.05936234,15,22,22.282,38.8736031829,10.174669219,2.2512585668,-0.3251235782,0.9066862364,0.3213136039,1.474512581616705e-07,3.8264508258954126e-08,8.247559753773894e-09,-6.04200875150847e-09,2.775848238000126e-09,1.1893950965481484e-09,9.971955912542664e-09,2.1500061843560816e-09,-1.2834182625232359e-09,7.951410367148979e-10,3.2483334405083544e-10,4.788228659193722e-10,-2.3804808449604463e-10,1.814297325304849e-10,7.243746129164729e-11,3.254972884805828e-09,6.723326920881137e-10,1.2172104350739864e-10,2.6244507537040294e-10,6.703330156432801e-11,2.3667374580322136e-11,b'Classical',b'',8.57988334504026,0.1320432726027372,7.605651242174405,0.07337201733395401,7.249893941326663,0.07674803785839716,7.275887106037333,0.13216338794898783,0.9742321028658592,0.3557573008477412,0.32976413613707234
